EE Provider ID	EE UID	Client Unique ID	Client ID	Entry Exit Group Id	Entry Exit Household Id		Entry Date	Housing Move-in Date(5584)	Exit Date	Destination	Reason for Leaving	Entry Exit Type	Entry Exit Date Added	Entry Exit Date Updated
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	621144	ndzm08151980n242d260	390303				1/14/2015		1/18/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/15/2015	1/20/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	621145	gptf04131963g460p320	387589				1/5/2015		1/15/2015	Other (HUD)	Other	HUD	1/15/2015	1/16/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	621146	kclf12181985k623c400	375499				1/14/2015		1/15/2015	Jail, prison or juvenile detention facility (HUD)	Other	HUD	1/15/2015	1/16/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	621175	asuf08291968a524s436	390302				1/12/2015		1/15/2015	Other (HUD)	Other	HUD	1/15/2015	1/16/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	621176	wblm07171937w450b435	390406				1/13/2015		1/17/2015	Data not collected (HUD)	Other	HUD	1/15/2015	1/20/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	621207	tcrm07061961t520c640	370512				1/1/2015		1/14/2015	Other (HUD)	Completed program	HUD	1/15/2015	1/15/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	621225	mepf09131962m200e120	174922				1/1/2015		1/15/2015	Other (HUD)	Other	HUD	1/15/2015	1/16/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	621698	chrm07101968c623h626	318609				1/15/2015		2/1/2015	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	HUD	1/16/2015	2/3/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623075	swlm09061986s315w426	388135				1/16/2015		1/20/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/20/2015	1/21/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623076	jsom12301993j200s622	390199				1/16/2015		1/17/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/20/2015	1/20/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623077	cyuf08261959c640y520	390827				1/18/2015		1/30/2015	Permanent housing (other than RRH) for formerly homeless persons (HUD)	Left for housing opp. before completing program	HUD	1/20/2015	1/30/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623079	amyf10271958a340m000	197342				1/19/2015		2/3/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/20/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623080	jgam04231963j160g650	349449				1/16/2015		1/19/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/20/2015	1/20/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623082	rmom08091955r163m300	1096				1/19/2015		1/20/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/20/2015	1/21/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623161	vbnm01071966v624b530	200794				1/15/2015		1/26/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/20/2015	1/27/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623545	ddnm03181960d130d542	196082				1/20/2015		1/26/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/21/2015	1/27/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623546	bcsm04081988b653c200	373730				1/20/2015		1/21/2015	Other (HUD)	Other	HUD	1/21/2015	1/22/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623548	adzf03101977a524d265	389692				1/20/2015		2/12/2015	Hospital or other residential non-psychiatric medical facility (HUD)	Other	HUD	1/21/2015	2/13/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623549	tbof09301974t530b620	157529				1/20/2015		1/23/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/21/2015	1/26/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	624015	pglf11111968p430g456	344697				1/21/2015		2/9/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/22/2015	2/10/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	624018	ddvm07311974d550d120	348330				1/21/2015		2/20/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/22/2015	2/23/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	624473	mdxm08021966m240d250	355645				7/1/2014		3/5/2015	Other (HUD)	Completed program	HUD	1/23/2015	7/18/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	624619	edvm02241956e300d120	391122				1/22/2015		1/26/2015	Hospital or other residential non-psychiatric medical facility (HUD)	Other	HUD	1/23/2015	1/27/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	625630	wtbm11241958w450t165	389691				1/25/2015		3/5/2015	Other (HUD)	Completed program	HUD	1/26/2015	3/6/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	625631	mgam05151964m240g600	360237				1/25/2015		2/7/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/26/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626108	gcam12301966g626c520	233609				1/26/2015		1/29/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/27/2015	1/30/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626109	eewm10251973e640e363	385332				1/26/2015		3/2/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/27/2015	3/3/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626110	tcam02071964t652c462	357728				1/26/2015		3/16/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/27/2015	3/17/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626111	dlom09111992d250l300	216474				1/26/2015		1/30/2015	Staying or living with friends, temporary tenure (HUD)	Left for housing opp. before completing program	HUD	1/27/2015	2/3/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626113	cbkm09081993c623b260	313697				1/26/2015		1/27/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/27/2015	1/28/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626114	dhrm04201968d500h630	183537				1/26/2015		1/28/2015	Hospital or other residential non-psychiatric medical facility (HUD)	Other	HUD	1/27/2015	1/29/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626116	waff05051953w455a416	391343				1/22/2015		2/14/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/27/2015	2/16/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626117	qkif02071993q520k300	254842				1/26/2015		1/28/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/27/2015	1/29/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626118	mhnf07211969m600h534	192021				1/26/2015		2/3/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/27/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626688	kttf09161962k300t350	391453				1/26/2015		1/29/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/28/2015	1/30/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626689	ybuf11221969y453b326	362567				1/27/2015		4/15/2015	Other (HUD)	Other	HUD	1/28/2015	4/16/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626691	pimm10111970p400i550	281794				1/27/2015		2/12/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/28/2015	2/13/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626693	ndzm08151980n242d260	390303				1/27/2015		3/13/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/28/2015	3/16/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	627327	dmcf08081990d540m200	172627				1/28/2015		1/30/2015	Hospital or other residential non-psychiatric medical facility (HUD)	Other	HUD	1/29/2015	2/3/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	627328	dpef02151975d630p613	152503				1/28/2015		2/3/2015	Other (HUD)	Other	HUD	1/29/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	627792	mmbm09071970m240m216	343893				1/29/2015		2/3/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/30/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	627793	hcim09071967h616c620	379113				1/29/2015	1/5/2015	2/2/2015	Data not collected (HUD)	Non-compliance with program	HUD	1/30/2015	2/3/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	627794	hmrm05241966h654m642	160297				1/29/2015		2/4/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/30/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	627795	pgef01011954p362g620	273785				1/29/2015		2/13/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	1/30/2015	2/16/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	629531	aslm02221970a415s462	324453				1/30/2015		2/4/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/3/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	629532	lmrm12311957l600m635	189093				1/30/2015		2/1/2015	Data not collected (HUD)	Unknown/Disappeared	HUD	2/3/2015	2/3/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	629533	akmm04251976a250k560	248988				1/30/2015		2/3/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/3/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	629541	fmlm05031980f636m242	171132				2/1/2015		2/2/2015	Data not collected (HUD)	Unknown/Disappeared	HUD	2/3/2015	2/3/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	629547	lmtf12171965l530m324	275835				2/1/2015		2/4/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/3/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	629548	mlcm10201958m620l246	392039				2/1/2015		2/3/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/3/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	629554	dlom09111992d250l300	216474				2/2/2015		2/4/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/3/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	629560	esim03011990e620s530	287476				2/2/2015		2/11/2015	Hospital or other residential non-psychiatric medical facility (HUD)	Other	HUD	2/3/2015	2/12/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	630057	ddnf11161989d520d525	392116				2/2/2015	7/9/2015	3/13/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/4/2015	3/16/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	630058	dbrm09171960d640b610	172878				2/2/2015		3/5/2015	Other (HUD)	Completed program	HUD	2/4/2015	3/6/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	630059	rtrm10111965r553t600	392118				2/2/2015		4/5/2015	Other (HUD)	Other	HUD	2/4/2015	4/13/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	630061	maef08251989m623a425	389942				2/2/2015		2/5/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/4/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	630062	dftm07031990d550f364	392119				2/2/2015		3/5/2015	Other (HUD)	Completed program	HUD	2/4/2015	3/6/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632112	cjnm05161982c642j525	368692				2/3/2015		2/5/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/9/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632113	bknm01041989b653k520	373473				2/3/2015		2/9/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/9/2015	2/10/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632114	fmlm05031980f636m242	171132				2/3/2015		2/6/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/9/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632115	ksem04291976k600s260	392385				2/3/2015		2/7/2015	Data not collected (HUD)	Non-compliance with program	HUD	2/9/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632116	mbyf11101970m620b625	280218				2/3/2015		2/5/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/9/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632117	jsim03091954j520s530	369588				2/3/2015		3/25/2015	Other (HUD)	Completed program	HUD	2/9/2015	3/25/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632118	mtom08071972m240t650	211088				2/3/2015		2/11/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/9/2015	2/12/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632119	bcof07111960b616c160	383150				2/4/2015		4/15/2015	Other (HUD)	Other	HUD	2/9/2015	4/16/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632120	imnf09301951i400m525	392384				2/4/2015		2/17/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/9/2015	2/18/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632121	mhnf07211969m600h534	192021				2/4/2015		3/1/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/9/2015	3/2/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632122	mlcm10201958m620l246	392039				2/4/2015		2/5/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/9/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632123	tmum05191972t530m660	392387				2/4/2015		4/1/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/9/2015	4/2/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632124	ahdm01191962a415h320	392383				2/4/2015		3/5/2015	Other (HUD)	Completed program	HUD	2/9/2015	3/6/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632125	gmrm08241953g600m650	392386				2/4/2015		4/15/2015	Other (HUD)	Other	HUD	2/9/2015	4/16/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632126	aotf01191965a524o340	88229				2/5/2015		2/7/2015	Psychiatric hospital or other psychiatric facility (HUD)	Other	HUD	2/9/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632127	mbif03271992m240b400	392389				2/5/2015		2/7/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/9/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632128	jfym03301956j500f000	174808				2/5/2015		2/7/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/9/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632129	thnm09101963t520h535	206814				2/5/2015		3/1/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/9/2015	3/2/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632130	jhmm07211960j500h543	351045				2/5/2015		2/16/2015	Hospital or other residential non-psychiatric medical facility (HUD)	Other	HUD	2/9/2015	2/18/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632131	mbbm09211987m240b122	392388				2/5/2015		2/6/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/9/2015	2/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632132	mlcm10201958m620l246	392039				2/6/2015		3/4/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/9/2015	3/5/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632133	clgm06251996c642l252	387174				2/6/2015		3/5/2015	Other (HUD)	Completed program	HUD	2/9/2015	3/6/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632134	fmlm05031980f636m242	171132				2/7/2015		2/9/2015	Psychiatric hospital or other psychiatric facility (HUD)	Other	HUD	2/9/2015	2/11/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632135	jgam04231963j160g650	349449				2/8/2015		2/13/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/9/2015	2/16/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632136	jwlm11211951j650w426	299943				2/8/2015		2/27/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/9/2015	3/2/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632137	jgam02211956j650g435	392382				2/8/2015		2/27/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/9/2015	3/2/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632569	mgam02071972m240g600	357699				2/9/2015		3/5/2015	Other (HUD)	Completed program	HUD	2/10/2015	3/6/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632571	acnm10121971a536c540	312758				2/9/2015		2/10/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/10/2015	2/11/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632572	mmnm04121966m240m254	218171				2/9/2015		2/27/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/10/2015	3/2/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632573	fabm04061963f652a412	360883				2/9/2015		2/12/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/10/2015	2/13/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632574	ssef07191965s410s315	361024				2/9/2015		7/23/2015	Other (HUD)	Completed program	HUD	2/10/2015	7/23/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632575	esef11081952e450s650	2054				2/9/2015		2/24/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/10/2015	2/25/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632592	kjhm07281965k530j525	392509				2/3/2015		3/9/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/10/2015	3/10/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	633079	pglf11111968p430g456	344697				2/10/2015		3/8/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/11/2015	3/9/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	633081	dwom08041978d640w320	333120				2/10/2015		2/27/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/11/2015	3/2/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	633125	mgam05151964m240g600	360237				2/9/2015		3/5/2015	Other (HUD)	Completed program	HUD	2/11/2015	3/6/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	633154	spaf03031980s600p200	190505				2/10/2015		2/25/2015	Other (HUD)	Completed program	HUD	2/11/2015	2/25/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	633599	cclm10171961c623c434	333631				2/11/2015		3/31/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/12/2015	4/1/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	633600	mwam12181971m620w400	392703				2/11/2015		2/27/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/12/2015	3/2/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	633601	tprm10151969t360p625	217257				2/11/2015		2/21/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/12/2015	2/23/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	634230	bmem01121978b100m200	198791				2/12/2015		2/21/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/13/2015	2/23/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	634231	jczf07051994j255c263	336462				2/12/2015		2/13/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/13/2015	2/16/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	635369	fabm04061963f652a412	360883				2/13/2015		2/14/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/16/2015	2/16/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	635371	akmm04251976a250k560	248988				2/14/2015		2/16/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/16/2015	2/18/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	635373	wmrm09221956w450m610	208782				2/14/2015		2/27/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/16/2015	3/2/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	635374	pglm01021952p410g420	185494				2/14/2015		2/16/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/16/2015	2/18/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	635375	tbof09301974t530b620	157529				2/15/2015		2/16/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/16/2015	2/18/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636375	waff05051953w455a416	391343				2/16/2015		3/23/2015	Hospital or other residential non-psychiatric medical facility (HUD)	Other	HUD	2/18/2015	3/24/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636376	nmmf11071994n200m254	393037				2/16/2015		2/18/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/18/2015	2/19/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636377	mpyf09301978m420p500	393039				2/16/2015		2/17/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/18/2015	2/18/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636378	kfnm12041986k650f536	271159				2/16/2015		4/3/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/18/2015	4/13/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636379	tjnm07201983t640j520	342328				2/16/2015		2/17/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/18/2015	2/18/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636380	bmem09061965b656m620	270976				2/16/2015		3/3/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/18/2015	3/4/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636381	rfrm02141952r350f630	393036				2/16/2015		3/5/2015	Other (HUD)	Completed program	HUD	2/18/2015	3/6/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636384	crmm12251960c623r542	220580				2/17/2015		2/23/2015	Data not collected (HUD)	Unknown/Disappeared	HUD	2/18/2015	2/24/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636479	asuf08291968a524s436	390302				1/16/2015		5/13/2015	Other (HUD)	Other	HUD	2/18/2015	5/14/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636481	cadm06151996c300a536	389097				2/8/2015		2/27/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/18/2015	3/2/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636482	ambm09111955a535m150	10107				2/6/2015		4/10/2015	Rental by client, no ongoing housing subsidy (HUD)	Completed program	HUD	2/18/2015	4/28/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636483	dpef02151975d630p613	152503				2/4/2015		3/25/2015	Other (HUD)	Completed program	HUD	2/18/2015	3/25/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636484	tprm12281990t560p620	387043				2/10/2015		3/30/2015	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	HUD	2/18/2015	3/30/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636888	dclm03051977d253c400	215484				2/18/2015		2/20/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/19/2015	2/23/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636889	ehrm09271958e250h620	159852				2/18/2015		4/21/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/19/2015	4/22/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636890	wbam07171966w450b650	393111				2/17/2015		4/6/2015	Other (HUD)	Completed program	HUD	2/19/2015	4/6/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636891	jmrm02151960j520m610	376327				2/16/2015		2/28/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/19/2015	3/2/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636892	adzf03101977a524d265	389692				2/18/2015		3/9/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/19/2015	3/10/2015
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636893	aoif07281963a500o416	388134				2/16/2015		2/28/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	2/19/2015	3/2/2015
