EE Provider ID	EE UID	CoC Code	Program Type Code	Provider County	Entry Exit Provider Area
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	618586	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	619634	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	619635	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	619636	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	619638	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	619639	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	619640	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	619641	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	620107	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	620108	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	620110	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	620111	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	620112	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	620183	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	620242	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	620594	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	620596	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	621144	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	621145	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	621146	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	621175	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	621176	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	621207	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	621225	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	621698	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623075	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623076	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623077	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623079	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623080	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623082	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623161	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623545	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623546	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623548	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	623549	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	624015	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	624018	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	624473	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	624619	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	625630	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	625631	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626108	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626109	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626110	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626111	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626113	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626114	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626116	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626117	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626118	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626688	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626689	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626691	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	626693	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	627327	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	627328	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	627792	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	627793	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	627794	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	627795	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	629531	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	629532	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	629533	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	629541	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	629547	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	629548	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	629554	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	629560	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	630057	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	630058	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	630059	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	630061	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	630062	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632112	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632113	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632114	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632115	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632116	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632117	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632118	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632119	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632120	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632121	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632122	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632123	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632124	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632125	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632126	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632127	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632128	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632129	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632130	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632131	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632132	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632133	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632134	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632135	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632136	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632137	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632569	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632571	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632572	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632573	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632574	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632575	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	632592	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	633079	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	633081	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	633125	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	633154	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	633599	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	633600	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	633601	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	634230	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	634231	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	635369	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	635371	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	635373	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	635374	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	635375	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636375	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636376	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636377	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636378	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	636379	NC-502	Emergency Shelter (HUD)	Durham	Durham
